UserID,first_name,last_name,birthday,country,marital_status,number_of_kids,employment
291994,Pe***,Le*****,04.02.69,AT,,1,Consultant
880689,Do*****,Ba***,05.10.53,AT,1,0,Professor
919502,Ma*****,Ba***,27.01.81,AT,1,,Banker
340001,Wo******,Pi*****,22.11.00,AT,1,4,Banker
512604,Me******,Qu*****,12.02.75,AZ,0,0,Teaching Assistant
165305,Ka****,Ag****,14.08.70,AZ,0,0,Librarian
334769,Gu***,El*****,24.06.90,AZ,0,0,Banker
564061,Em**,Al*****,29.03.99,AZ,1,3,Web Designer
678161,Se***,Ag****,06.12.95,AZ,0,,Librarian
569587,Gu****,Qa*****,03.07.79,AZ,0,,Manager
848523,Gu***,Ba******,02.12.91,AZ,,4,Teaching Assistant
910382,Ni***,El****,21.03.75,AZ,,0,Administrative employee
794398,Ay***,Qu******,19.08.74,AZ,0,,Professor
306495,Ra***,Is*******,12.12.85,AZ,0,0,Doctor
647912,Se****,Ma*****,28.09.56,AZ,1,0,Lawyer
946059,El***,Al*****,06.04.59,AZ,0,0,Manager
917315,Nu***,Ab*****,02.10.55,AZ,1,0,Consultant
716537,Fi***,Me*******,02.08.02,AZ,0,,Lawyer
504629,Ay***,Ke*****,15.02.86,AZ,1,0,Banker
872332,Ni***,El****,07.10.53,AZ,,1,Administrative employee
520229,Fu**,Is*******,12.01.93,AZ,1,2,Doctor
229860,Ke***,Ba*****,24.11.95,AZ,0,,Lawyer
861915,Ay***,Al*****,26.02.78,AZ,0,1,Doctor
308845,Az**,El*****,16.10.63,AZ,0,1,Librarian
654987,Vu***,Me*******,11.02.54,AZ,1,4,Librarian
398531,Ce****,Qa*****,05.06.63,AZ,1,0,Teaching Assistant
560152,Ay***,Al*****,04.11.82,AZ,0,,Banker
327507,Ra***,Qu******,03.01.93,AZ,0,0,Kitchen staff
888670,Ay***,Hu******,06.06.03,AZ,0,1,Lawyer
613185,Ke***,Ha*****,25.03.74,AZ,,1,Librarian
604322,Gu***,Mu********,03.10.04,AZ,0,,Administrative employee
597007,Na****,Is***,01.11.03,BD,,1,Banker
595591,Ta*****,Kh**,12.04.81,BD,1,,Teaching Assistant
561296,Jo*,Sa**,14.05.65,BD,,,Consultant
449514,Ab******,Ha***,29.10.02,BD,1,2,Web Designer
819045,Ha***,Ra****,16.06.56,BD,1,1,Web Designer
899768,Is***,Sa**,22.12.52,BD,1,0,Librarian
251233,Sh*****,Ma****,16.03.88,BD,1,0,Doctor
470030,Ka**,Ha***,24.07.67,BD,,4,Manager
511852,Ha***,Mi**,25.11.83,BD,,0,Manager
344946,Ay****,Bi****,06.12.02,BD,1,0,Lawyer
932285,Nu****,Is***,14.11.79,BD,1,3,Professor
169664,Ja****,Is***,12.07.04,BD,1,0,Administrative employee
226545,Ru***,Ho*****,04.04.60,BD,,0,Doctor
534300,Ch*****,Du****,26.10.66,BE,,0,Kitchen staff
275629,An*,Ja****,17.09.77,BE,,2,Teaching Assistant
265615,Er**,La*****,13.03.67,BE,1,2,Web Designer
867078,Lu*,Ja****,19.04.94,BE,0,2,Web Designer
618568,Do*******,Wo*****,16.06.69,BE,0,1,Professor
728073,Ni*****,Ae***,16.04.75,BE,,0,Banker
512128,Ci***,Me*****,29.05.69,BE,1,1,Librarian
222875,Th****,Ae***,07.03.53,BE,0,1,Kitchen staff
160212,Er**,Pe*****,27.04.81,BE,1,0,Manager
627731,Ch*******,He*****,06.01.78,BE,,1,Lawyer
466624,Al***,Go******,08.11.57,BE,0,3,Kitchen staff
903438,Ma**,El,08.03.86,BE,1,4,Web Designer
957997,Ch********,La*****,30.08.90,BE,0,3,Kitchen staff
362662,Mi****,De*****,22.01.95,BE,0,1,Manager
892546,So****,Wi*****,11.11.59,BE,0,0,Consultant
777470,Ch********,Ve*******,23.05.83,BE,0,1,Administrative employee
118722,Th****,Wo*****,12.02.57,BE,1,,Manager
397912,Al***,Ve*******,16.06.97,BE,0,0,Teaching Assistant
123562,So****,El,09.09.95,BE,0,0,Librarian
939524,St****,Mi******,06.02.55,BE,0,3,Administrative employee
387676,Ni****,Pa*****,19.08.79,BE,0,1,Doctor
860681,So***,Ma**,10.04.63,BE,0,3,Banker
789726,Ci***,Be*,23.09.51,BE,1,2,Kitchen staff
167822,Pl****,Ni*****,14.04.66,BG,1,4,Administrative employee
919782,Ge*****,Ge******,09.11.84,BG,,2,Librarian
571370,Di*****,Ив*****,15.03.73,BG,1,0,Consultant
752431,Kr******,Di*******,27.05.69,BG,1,,Librarian
388211,Ga****,Di******,11.12.85,BG,0,,Administrative employee
863210,Ni*****,Di*******,12.03.51,BG,0,0,Consultant
717780,Hr******,Ге******,15.12.61,BG,1,0,Web Designer
863592,Ne**,Di*******,14.08.99,BG,1,2,Doctor
898254,Te*****,Iv****,07.02.56,BG,1,0,Kitchen staff
243358,Ге****,Iv*****,24.12.57,BG,0,,Web Designer
424603,Ni*****,Pe****,16.11.76,BG,1,2,Web Designer
632973,Pe***,Ге*******,26.03.69,BG,1,0,Librarian
142868,Си****,Pe****,30.06.67,BG,0,,Librarian
599462,Та**,Ге*******,15.01.82,BG,0,0,Lawyer
278850,Ca****,Na********,25.12.04,BR,,,Web Designer
601265,El****,Lo***,26.03.61,BR,1,0,Web Designer
402663,El****,Al*****,16.02.68,BR,1,3,Administrative employee
226609,Ga*****,Ol******,22.03.82,BR,1,2,Kitchen staff
790344,Fr*******,Al***,27.08.52,BR,0,0,Banker
862416,Fr*******,Ri*****,01.07.65,BR,1,0,Librarian
134514,Ma*****,Ma*****,27.06.62,BR,0,0,Manager
615453,Lu**,Sa****,02.05.85,BR,,0,Web Designer
177842,Jo**,Go***,15.08.51,BR,1,0,Kitchen staff
551506,Br***,Fe******,09.04.61,BR,0,1,Web Designer
933648,Pa***,Ol******,19.07.92,BR,0,,Lawyer
365406,Fe****,Co***,06.02.79,BR,1,2,Manager
825733,Al***,Ca******,23.04.94,BR,0,4,Teaching Assistant
329574,Jo**,Ma*****,20.03.51,BR,0,,Web Designer
220420,Ma*****,So****,23.12.84,BR,0,3,Web Designer
927140,Da****,Si***,05.04.97,BR,1,0,Administrative employee
881143,Jo**,Ca******,21.02.67,BR,,0,Lawyer
805210,Ed*****,Pe*****,06.08.89,BR,,2,Kitchen staff
596661,La*****,Co***,04.07.51,BR,1,2,Professor
688784,Da****,So****,15.10.03,BR,0,3,Manager
219047,Sa****,So***,11.01.73,BR,1,0,Kitchen staff
154955,Ma****,Go***,05.03.02,BR,,,Teaching Assistant
947999,Ch***,Gi**,14.05.03,CA,,1,Manager
829946,Mi**,Sh****,07.12.56,CA,1,1,Web Designer
732448,Ra****,Gi**,12.09.53,CA,,2,Kitchen staff
463087,Li**,Pa***,19.06.04,CA,1,,Teaching Assistant
242912,Am****,Si***,26.08.74,CA,0,0,Teaching Assistant
443524,Mi**,Wa**,10.10.55,CA,0,1,Lawyer
464891,Ry**,Sm***,29.09.53,CA,0,0,Banker
501209,Ch*******,Ng****,17.04.03,CA,1,,Professor
380835,Me*****,Ki*,03.09.77,CA,1,0,Administrative employee
823355,Am****,Ch**,08.03.90,CA,1,1,Doctor
456546,Su***,Gi**,24.02.54,CA,1,3,Banker
790046,St*******,Sa****,15.03.83,CA,0,1,Manager
932281,He*****,Ng****,09.04.89,CA,0,0,Web Designer
538431,St*******,Br***,10.07.80,CA,1,2,Administrative employee
297653,Br***,Wo**,22.09.68,CA,1,0,Lawyer
206269,Ki*,Ki*,08.05.88,CA,0,1,Banker
96336,Ma*****,Br***,27.04.82,CA,1,4,Consultant
273453,Lu**,Ke****,15.07.98,CH,0,1,Professor
112768,Do*******,Me***,28.05.95,CH,1,0,Banker
785535,Ma**,St*****,05.01.95,CH,0,,Manager
446376,Na****,Me***,29.12.63,CH,1,1,Web Designer
205381,Ma**,Pe*****,28.01.75,CH,1,0,Kitchen staff
614048,Ka***,Ro*******,12.01.69,CH,0,1,Administrative employee
931353,Ma*****,Fe*******,09.10.96,CH,0,1,Administrative employee
773737,Ja****,Me***,27.09.94,CH,1,0,Manager
937775,Ch*******,Fe*******,14.02.51,CH,0,,Professor
910382,Ni***,El****,21.03.75,AZ,,0,Administrative employee
805237,Re**,St*****,11.08.02,CH,1,,Doctor
793505,Ur*,Ol******,16.11.58,CH,0,3,Lawyer
638693,Ro****,Ro*******,05.03.76,CH,,2,Consultant
747112,Pa****,Kr******,17.12.89,CH,,2,Teaching Assistant
419563,Be******,Mü****,22.10.86,CH,1,3,Manager
299485,Br******,Da******,24.08.85,CH,0,0,Manager
752845,Pa******,Ca******,28.11.54,CL,0,1,Doctor
278360,Al*******,Ro***,10.05.83,CL,1,1,Teaching Assistant
494514,Al*******,Ca****,02.04.79,CL,1,2,Consultant
157584,Ce*****,Ca******,02.09.68,CL,0,,Kitchen staff
153161,Pa******,Go******,08.08.71,CL,0,,Teaching Assistant
571364,Ca****,Re***,07.02.85,CL,0,1,Manager
303529,Ju**,Ca******,13.07.66,CL,0,0,Kitchen staff
481237,Mi****,Es******,31.12.71,CL,,0,Web Designer
796491,Mi****,Ro***,06.03.76,CL,0,2,Doctor
938286,Ma****,So**,08.02.93,CL,,,Banker
205775,Fr*******,Mu***,01.11.75,CL,1,0,Administrative employee
133154,Ro**,Fu*****,22.09.68,CL,1,0,Banker
658036,Al*******,Si***,14.08.83,CL,,2,Administrative employee
182040,Al*******,Di**,28.08.68,CL,0,1,Manager
425341,Mi****,Fl****,08.01.55,CL,1,0,Consultant
375333,Ro**,Ca****,07.10.90,CL,,0,Banker
778887,Fr*******,Di**,29.09.85,CL,0,3,Consultant
583984,Mi****,Pe***,08.02.79,CO,0,0,Consultant
892108,An*,Ji*****,16.06.87,CO,,,Doctor
236456,Li*****,To****,07.07.62,CO,0,,Doctor
539227,Se*******,Va****,29.03.92,CO,0,0,Web Designer
564387,Li*****,Qu******,13.03.59,CO,1,0,Kitchen staff
676494,Fe******,Di**,10.09.96,CO,1,2,Librarian
430864,Fe******,Va******,08.03.80,CO,0,1,Professor
899581,Ju**,Go******,12.10.60,CO,1,2,Professor
541677,Cr******,Ro***,15.12.78,CO,,,Consultant
240613,Ma****,Go***,19.08.63,CO,0,2,Professor
475447,Gl****,Ro***,30.07.88,CO,0,,Kitchen staff
859112,Ca****,Lo***,06.01.68,CO,0,2,Banker
673755,Al*******,Va******,11.07.84,CO,1,,Administrative employee
541833,Lu**,Ro***,20.06.78,CO,0,1,Lawyer
126115,Cl*****,Ma******,02.11.89,CO,1,3,Kitchen staff
839591,An****,Mu***,19.06.97,CO,0,0,Web Designer
453712,An*,Ma******,18.03.59,CO,1,1,Professor
544861,Os***,To****,14.08.55,CO,0,0,Teaching Assistant
544078,Al*******,Lo***,17.11.96,CO,1,1,Teaching Assistant
183509,An****,Mo**,19.10.63,CR,0,1,Doctor
233165,Ma*****,He*******,08.01.55,CR,,2,Teaching Assistant
259083,Ra****,Ar***,13.12.74,CR,1,1,Librarian
512432,Ka****,Go******,17.02.01,CR,1,1,Kitchen staff
935750,Sh*****,Sa*****,03.09.79,CR,,2,Kitchen staff
874150,An***,Ro***,30.05.97,CR,1,2,Kitchen staff
484182,Ka*******,Sa*****,24.05.02,CR,0,1,Professor
745938,Ed***,Ra*****,13.08.94,CR,1,0,Administrative employee
291359,Es*****,Ca******,04.01.70,CR,1,0,Consultant
728010,Sh*****,Qu*****,11.08.50,CR,,,Teaching Assistant
499672,Br***,Ag*****,25.06.92,CR,1,1,Manager
336775,Ke*****,Qu*****,15.07.93,CR,1,,Consultant
386207,Ma****,Ca****,23.11.57,CR,0,,Consultant
757865,Al****,He*******,12.06.73,CR,0,1,Consultant
744124,Ma****,Ca******,01.05.72,CR,1,0,Lawyer
641947,Ma******,Ca****,24.04.91,CR,1,1,Consultant
631749,Ma*****,Qu*****,23.11.77,CR,0,0,Manager
306277,Ju*********,Es******,10.08.68,CR,0,1,Manager
235799,Ma******,Ar***,01.12.76,CR,0,1,Manager
710764,Ra*****,He*******,27.05.76,CR,0,4,Manager
781819,Li***,Ar***,03.07.87,CR,1,1,Professor
666304,Al****,Ca****,11.09.92,CR,1,2,Kitchen staff
936933,Sh*****,Va****,12.12.00,CR,0,0,Teaching Assistant
553754,Sh*****,Es******,27.05.66,CR,0,0,Librarian
388481,Ma*****,Mo**,27.03.94,CR,,,Teaching Assistant
549118,Ma******,Sa*****,12.02.69,CR,1,1,Lawyer
700708,Ka****,Mo**,23.06.52,CR,0,1,Librarian
817857,Ro***,Qu*****,25.10.83,CR,1,1,Administrative employee
874839,Ca****,Qu*****,04.02.76,CR,1,0,Teaching Assistant
693763,Ca****,So****,28.01.55,CR,0,0,Doctor
370133,Pa***,Če***,21.02.69,CZ,,2,Administrative employee
367673,Ve******,Pr*********,08.09.63,CZ,0,1,Lawyer
619595,Zu****,No***,24.04.88,CZ,1,1,Lawyer
752974,Mi****,No***,18.12.57,CZ,0,,Professor
103928,Ma****,Pr*********,30.11.84,CZ,0,4,Banker
830225,Ha**,Ve****,28.07.81,CZ,,2,Professor
307584,Ka***,No***,21.05.91,CZ,,3,Professor
245167,Lu***,No***,28.03.91,CZ,1,1,Banker
893389,Kr******,Dv*******,21.08.85,CZ,0,1,Administrative employee
199853,Le***,Če***,16.07.81,CZ,1,,Consultant
397601,Ba*****,No***,06.12.98,CZ,0,0,Manager
442794,Mi******,No*****,23.07.51,CZ,0,2,Consultant
145612,Mo****,Ku******,13.10.72,CZ,1,,Professor
949985,Ma***,Ma***,13.12.75,CZ,0,2,Professor
954902,Ve******,Ma***,07.09.89,CZ,,1,Banker
448389,Ke*****,Ne*****,01.07.55,DE,0,,Lawyer
422134,Da****,Me***,31.01.02,DE,1,1,Consultant
852073,He***,Ne*****,18.09.00,DE,0,4,Web Designer
822072,Ma***,Sc******,15.06.99,DE,0,0,Lawyer
628503,An**,Ne*****,03.04.67,DE,0,1,Banker
102027,Pe***,Sc*****,08.04.64,DE,,,Teaching Assistant
953342,Mo****,Sc****,07.03.68,DE,1,1,Lawyer
397921,Su*****,Ri*****,03.06.01,DE,0,1,Professor
927269,Th****,Be****,05.05.68,DE,0,4,Manager
360869,An*****,Wa****,13.05.94,DE,0,,Doctor
228819,Ju***,Kl***,05.08.75,DE,1,1,Librarian
317639,He***,Ho******,15.09.94,DE,0,,Web Designer
554189,Ki*,Mø****,15.01.60,DK,,0,Lawyer
913560,Ma**,Ha****,21.11.63,DK,1,3,Lawyer
648234,An****,Mø****,19.02.75,DK,0,2,Kitchen staff
901061,Ra****,Jø*******,02.02.79,DK,1,,Professor
294336,Ma**,Sø******,06.02.94,DK,0,2,Administrative employee
943792,Je****,Kn*****,05.06.99,DK,1,3,Librarian
267733,Sø***,Ma****,14.09.98,DK,0,0,Kitchen staff
638192,An****,Mø****,28.06.89,DK,1,2,Manager
353596,Ch*******,Ol***,24.07.71,DK,1,2,Teaching Assistant
718820,Ha***,Jø*******,22.12.51,DK,0,,Administrative employee
408523,Le**,Sø******,13.09.69,DK,,1,Professor
610518,An*****,An******,15.02.53,DK,1,,Manager
348465,Ch*******,Sø******,17.06.88,DK,0,,Administrative employee
350035,Mi****,La****,19.08.53,DK,0,4,Teaching Assistant
348955,Am***,Mi****,26.05.77,DZ,,4,Professor
99437,Fa****,Ka***,02.02.98,DZ,0,,Web Designer
570734,Yo****,ال*****,14.04.72,DZ,1,0,Web Designer
743377,Am**,Mi****,04.10.85,DZ,0,1,Doctor
605766,na*,Mi****,15.03.89,DZ,0,0,Manager
957079,Br****,Ab***,23.01.60,DZ,0,3,Manager
774151,Me****,Mo*,15.04.62,DZ,0,,Administrative employee
150642,So****,Ch,15.06.87,DZ,1,0,Doctor
356865,Br****,Ab***,06.03.79,DZ,1,3,Librarian
621691,نو*,Ka***,24.12.57,DZ,1,2,Librarian
888216,Sa**,Mc*,22.05.76,DZ,1,3,Administrative employee
610518,An*****,An******,15.02.53,DK,1,,Manager
210667,أم,Ma****,02.11.62,DZ,1,0,Web Designer
794594,Mi**,Ch,01.01.95,DZ,1,2,Consultant
524465,Ka***,Am***,28.03.57,DZ,1,4,Lawyer
740078,Am**,Ab***,19.06.99,DZ,1,0,Librarian
754702,An********,Sa**,13.03.57,EE,1,0,Librarian
429697,Li**,Re****,28.07.59,EE,1,3,Administrative employee
741709,Ta***,Ka****,22.03.51,EE,1,3,Administrative employee
510420,Ал*****,Ki**,15.05.55,EE,1,0,Professor
204180,Ma****,Ko****,22.11.93,EE,0,0,Administrative employee
564884,Ka***,Li**,06.09.93,EE,0,2,Banker
412064,Ол***,Se**,30.07.74,EE,0,0,Banker
490146,Je*****,Ta**,16.09.93,EE,0,4,Librarian
881695,Si**,Ka****,15.03.99,EE,0,1,Lawyer
933156,Al*******,Pä**,29.01.81,EE,1,2,Manager
264350,To****,Sm******,18.03.70,EE,1,,Consultant
433741,Ma****,Le***,30.05.70,EE,,4,Kitchen staff
107841,An****,Re****,17.10.78,EE,1,0,Banker
416507,Ан****,Il***,22.09.64,EE,1,1,Teaching Assistant
649580,Kr****,Lu**,03.05.94,EE,0,,Kitchen staff
441791,An****,Sm******,20.10.57,EE,0,1,Consultant
565225,Al*****,Mä**,08.05.72,EE,1,0,Web Designer
303568,An********,Ka**,09.10.68,EE,0,2,Banker
427007,Ta*****,Sa**,26.01.02,EE,1,,Manager
220240,Ал*****,Ko****,11.03.59,EE,0,,Lawyer
304619,Dm****,Me**,24.05.85,EE,1,0,Banker
866911,Ал*******,Mä**,31.07.85,EE,1,1,Banker
452474,An****,Ta**,17.08.88,EE,0,,Manager
168991,Ан****,Sm******,14.06.96,EE,0,2,Kitchen staff
649442,Si**,Me**,09.03.03,EE,1,1,Librarian
661915,Ma****,Ku**,28.04.85,EE,0,,Consultant
754989,Ta*****,Mä**,03.01.95,EE,0,1,Banker
809676,Li***,Oj*,04.11.50,EE,0,,Consultant
779759,Ti***,Ka****,17.05.65,EE,,1,Manager
937535,To****,Sm******,26.09.55,EE,1,0,Professor
376743,An*****,He*******,04.12.73,ES,1,0,Kitchen staff
767527,Ma***,Pe***,04.08.94,ES,0,0,Consultant
225178,Al*****,Ga****,08.03.51,ES,0,0,Web Designer
519735,Is****,Ga****,21.08.97,ES,1,4,Banker
569511,So***,Go***,30.11.04,ES,,3,Banker
953642,Da***,Mu***,29.12.99,ES,0,0,Teaching Assistant
125746,An*,Go******,14.01.72,ES,1,3,Professor
623880,Is****,Ga****,08.01.87,ES,0,1,Banker
644096,Ro***,Ru**,13.11.62,ES,,3,Consultant
494223,Mi****,Lo***,22.07.67,ES,1,,Banker
720728,Ja****,Ma****,09.07.67,ES,0,0,Manager
836925,Sa**,Di**,20.01.76,ES,0,0,Doctor
538463,Ni**,Sa**,30.10.53,FI,1,,Teaching Assistant
283140,Ja***,Mä*****,28.10.80,FI,,1,Manager
449172,He***,Mä*****,04.02.83,FI,1,1,Web Designer
799279,An***,Hä********,10.07.55,FI,0,,Manager
198680,Ju***,Ni******,14.08.96,FI,0,0,Librarian
428637,Pe***,Ni***,18.03.95,FI,0,1,Consultant
702124,El***,Jo*****,31.03.88,FI,1,1,Lawyer
706286,Sa**,Mä*****,08.08.51,FI,0,0,Manager
934741,Ma****,La***,26.04.76,FI,0,0,Professor
792996,Te***,He******,15.11.52,FI,0,0,Doctor
841972,Ja***,Ni***,10.06.01,FI,,1,Manager
391296,Mi**,He******,05.01.73,FI,1,1,Manager
318978,Ti**,Sa******,03.06.97,FI,1,4,Consultant
149578,Ju***,Ki******,13.06.51,FI,1,1,Doctor
156341,Ju***,Ni***,17.11.93,FI,0,0,Administrative employee
308490,Vi***,La***,19.02.56,FI,0,,Professor
140991,Ti***,Mä****,08.01.66,FI,0,2,Teaching Assistant
573948,An***,Jo*****,03.07.64,FI,,1,Doctor
641389,Mi**,Mä****,25.06.57,FI,1,0,Lawyer
421513,Pe***,La***,12.05.96,FI,1,2,Professor
460980,Em****,Da******,30.07.64,FR,1,0,Banker
184231,Ma***,Th****,12.02.84,FR,1,0,Doctor
917044,Er**,Da******,22.12.01,FR,0,,Librarian
355972,Ch*******,Ro****,03.01.91,FR,0,3,Teaching Assistant
806187,Ro****,La*****,11.10.76,FR,0,1,Web Designer
628233,Th*****,Du****,22.04.84,FR,1,0,Lawyer
522966,Do*******,Ga****,10.07.85,FR,1,1,Consultant
925217,Ca*******,Ma******,11.06.95,FR,0,1,Teaching Assistant
535048,Da***,Le***,10.09.72,FR,1,2,Lawyer
168728,Sa******,Th****,11.08.60,FR,1,2,Professor
400123,So****,Ro****,09.07.82,FR,1,,Librarian
241404,Pa*****,Th****,21.05.02,FR,0,1,Professor
703326,Ph******,Mi****,18.04.74,FR,0,2,Manager
325946,Ro****,Ma******,21.11.78,FR,0,2,Doctor
154013,St***,Jo***,06.02.71,GB,0,1,Librarian
448665,Da****,Wi****,08.12.78,GB,1,2,Teaching Assistant
814931,Sa*,Hu****,23.05.86,GB,1,2,Lawyer
537543,Ja***,Ta****,18.09.71,GB,1,1,Consultant
803332,Ra****,Jo***,31.12.87,GB,1,0,Teaching Assistant
581364,An****,Kh**,11.08.97,GB,1,2,Administrative employee
455352,Ma**,Wh***,18.01.95,GB,0,0,Consultant
128462,La****,Hu****,26.06.04,GB,1,1,Teaching Assistant
151092,Da***,Sm***,05.12.51,GB,1,0,Kitchen staff
875439,Sa***,Da****,04.09.61,GB,0,0,Kitchen staff
782656,Sa*,Pa***,02.08.99,GB,,0,Administrative employee
418245,Sa*,Gr***,28.07.91,GB,1,3,Professor
843485,Am*,Kh**,07.07.67,GB,0,2,Banker
99489,Pa**,Da****,25.09.98,GB,0,0,Administrative employee
817477,Ja**,Ev***,10.12.56,GB,1,,Administrative employee
231948,Pa**,Wr****,14.01.02,GB,1,0,Librarian
645264,Ma**,Th****,12.11.67,GB,0,0,Manager
121757,Cl****,Wh***,09.09.65,GB,0,,Web Designer
649131,Ju***,Wi****,04.07.91,GB,1,3,Banker
382851,Ja**,Wi******,30.12.83,GB,0,3,Teaching Assistant
108420,Em***,Gr***,13.10.80,GB,1,1,Doctor
794744,To*,NaN,12.04.54,GB,1,3,Administrative employee
339524,An**,Br***,15.03.83,GB,1,1,Kitchen staff
425338,NaN,Ro*****,08.04.68,GB,0,,Lawyer
509130,Ma*****,He*******,09.09.90,GT,0,2,Kitchen staff
719655,El*******,Lo***,02.12.91,GT,1,0,Teaching Assistant
316652,Ju**,Ló***,14.08.79,GT,0,1,Professor
653321,Es******,Ca******,29.01.01,GT,1,4,Kitchen staff
251964,Fl**,Mo*****,26.03.60,GT,,2,Librarian
569590,Ma****,Va*****,05.08.54,GT,0,2,Doctor
517645,Ma***,Ag*****,17.02.52,GT,1,0,Lawyer
481578,Br****,De*****,31.07.63,GT,1,0,Administrative employee
438895,Ma***,Ra*****,02.04.87,GT,1,0,Consultant
942442,Er***,Go***,03.05.79,GT,0,1,Manager
129634,Ma*****,Es*****,24.02.83,GT,,2,Banker
523716,Ma*****,Va*****,17.03.02,GT,1,,Kitchen staff
304526,An******,He*******,12.11.76,GT,1,0,Manager
393146,Fr*******,Mo*****,25.10.51,GT,1,1,Kitchen staff
147954,Ma***,Di**,06.04.68,GT,1,,Administrative employee
434361,El*******,Ra***,19.07.99,GT,0,0,Kitchen staff
725560,El*******,Lo***,18.02.80,GT,0,,Kitchen staff
548974,Ga**,Re***,01.10.99,GT,1,1,Teaching Assistant
726678,Br****,Va*****,07.03.98,GT,0,0,Web Designer
804662,Er***,He*******,08.08.54,GT,1,1,Consultant
807369,Al*******,Me****,09.02.03,GT,1,,Teaching Assistant
456436,Ka******,Gr***,04.07.62,HR,1,1,Doctor
661944,Je****,Ša***,15.08.90,HR,1,1,Lawyer
108215,Ma***,Ko*******,01.02.54,HR,0,1,Professor
188504,Ve***,Pe***,24.07.52,HR,1,,Teaching Assistant
378721,Ve***,Ko*****,14.02.97,HR,1,1,Professor
573810,Iv*,Ko*****,27.01.57,HR,1,2,Librarian
448489,Lu****,Ho****,26.08.95,HR,1,,Kitchen staff
769196,Ka******,Ju***,19.06.69,HR,1,4,Doctor
804201,Ma***,Ši***,06.05.92,HR,1,1,Librarian
687648,Iv***,Ko*******,10.07.72,HR,1,,Administrative employee
625887,Mi*****,Ma***,21.10.82,HR,0,,Professor
395115,Ni******,Bo***,27.07.89,HR,1,4,Banker
287607,Lu****,Bo***,07.06.73,HR,0,3,Kitchen staff
866984,Ma******,Ho****,01.08.83,HR,0,1,Consultant
791891,Go***,Ko*******,20.12.00,HR,0,4,Kitchen staff
631142,Ni******,Ma***,03.02.70,HR,0,0,Doctor
780084,Ma***,Ma***,21.11.59,HR,1,4,Doctor
708168,Ka******,Ko*******,16.05.79,HR,1,2,Web Designer
131191,Jo****,Ši***,28.08.83,HR,0,0,Banker
474811,Ga*******,Pé***,09.03.78,HU,0,0,Banker
490705,Tí***,Pa**,29.08.86,HU,0,0,Librarian
898063,Ti***,Sz***,25.07.73,HU,1,2,Librarian
409012,Év*,Tó**,30.10.86,HU,1,4,Consultant
434104,Kr*******,Sz***,25.06.61,HU,,2,Professor
522432,An****,Na**,26.09.93,HU,0,,Librarian
610905,Ti***,Ju****,03.05.63,HU,1,0,Librarian
621836,Ju***,Né****,09.09.69,HU,1,1,Administrative employee
564184,Má***,Tó**,16.02.87,HU,0,,Banker
387404,Sz*****,Va***,06.12.88,HU,1,2,Doctor
454379,No*****,Ki**,08.11.73,HU,1,1,Banker
503392,Il****,Ta***,12.08.68,HU,0,0,Lawyer
